,Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
8325,Razer,6854,Intel i7,8,2048,18.6,1121,Windows 11,2.11,2022
8326,Acer,6415,AMD Ryzen 7,64,256,15.7,1206,Linux,2.12,2019
8331,Dell,8144,Intel i9,64,2048,15.4,1369,Windows 11,2.69,2019
8332,Asus,6765,Intel i7,16,2048,17.8,1243,Linux,2.13,2024
8336,Microsoft,3458,Intel i5,32,256,15.7,1160,Linux,1.41,2021
8338,Acer,7512,AMD Ryzen 7,8,512,14.8,1025,Windows 11,1.96,2021
8339,Asus,6356,AMD Ryzen 5,64,2048,15.6,949,Windows 10,1.05,2018
8341,Razer,7587,AMD Ryzen 7,64,512,14.0,1461,Linux,1.48,2020
8346,Razer,4322,Intel i7,16,256,16.6,1694,Windows 11,2.11,2024
8348,Dell,2150,Intel i5,64,512,14.0,1501,Windows 10,2.68,2019
8349,Acer,2002,Intel i5,16,256,14.5,973,Windows 11,1.92,2019
8350,Acer,522,Intel i7,64,256,19.1,1631,Windows 11,2.07,2018
8351,Dell,4220,Intel i5,8,512,15.7,955,Windows 11,1.8,2018
8353,Razer,2689,Intel i7,32,2048,15.8,1513,Windows 10,2.52,2020
8354,Lenovo,8875,Intel i7,16,2048,16.2,749,Linux,1.74,2019
8356,Lenovo,2314,AMD Ryzen 7,16,2048,14.7,774,Linux,1.73,2024
8357,Asus,9934,AMD Ryzen 7,8,256,14.7,1541,Windows 11,1.21,2024
8364,Dell,2031,AMD Ryzen 7,32,1024,14.3,1341,Windows 10,0.7,2020
8369,Acer,5098,Intel i9,32,1024,15.7,1088,Windows 10,2.09,2023
8371,Asus,6431,AMD Ryzen 7,8,2048,15.5,1613,Windows 10,1.55,2021
8381,Lenovo,8817,Intel i7,32,512,13.9,1483,Linux,2.0,2020
8383,Dell,6140,Intel i5,8,256,12.2,859,Linux,1.95,2024
8386,Microsoft,7533,AMD Ryzen 7,32,256,16.1,1436,Windows 10,1.08,2020
8391,Dell,9422,Intel i9,8,256,18.6,1191,Windows 10,2.36,2022
8392,Asus,8519,Intel i7,8,512,16.5,1678,Linux,1.73,2023
8393,Dell,1224,Intel i5,32,2048,15.6,971,Windows 10,1.74,2023
8396,Razer,9662,AMD Ryzen 7,32,256,16.9,1721,Windows 10,1.56,2023
8398,Lenovo,7824,AMD Ryzen 7,8,256,15.7,1150,Linux,2.26,2024
8403,Lenovo,2421,AMD Ryzen 5,16,256,15.4,1285,Windows 11,2.26,2020
8406,HP,1156,Intel i5,64,2048,18.2,1059,Linux,1.48,2024
8407,Dell,1389,Intel i7,64,1024,14.6,1986,Windows 11,2.52,2022
8409,Dell,1049,AMD Ryzen 5,16,512,14.8,1952,Windows 11,2.24,2023
8410,Microsoft,585,AMD Ryzen 5,16,2048,13.7,1102,Linux,2.25,2018
8411,Asus,4116,Intel i9,64,256,16.2,1861,Linux,1.75,2019
8413,Razer,4120,Intel i7,64,256,18.1,1425,Linux,2.32,2023
8418,Razer,1583,Intel i7,16,512,15.5,1285,Windows 11,2.69,2019
8420,Lenovo,6311,AMD Ryzen 5,64,256,14.6,1208,Linux,1.52,2024
8421,Razer,7349,Intel i5,8,512,15.6,1115,Windows 11,1.47,2023
8423,Razer,1574,Intel i7,64,2048,15.5,967,Windows 11,1.03,2019
8426,Acer,7189,Intel i5,16,2048,13.4,1481,Windows 11,0.75,2022
8429,Asus,4014,Intel i9,32,2048,17.2,550,Windows 10,1.41,2022
8433,Lenovo,5590,AMD Ryzen 5,8,2048,16.7,1326,Linux,1.95,2023
8434,HP,8196,Intel i9,8,512,17.6,1139,Linux,2.15,2023
8440,Asus,4294,Intel i9,32,1024,11.4,1017,Windows 10,2.44,2021
8442,Asus,3423,Intel i7,64,256,17.7,1367,Windows 11,1.34,2020
8446,Asus,2172,AMD Ryzen 5,8,256,17.0,923,Linux,1.8,2018
8450,Acer,6974,AMD Ryzen 7,32,1024,16.5,1160,Windows 11,1.59,2023
8451,Acer,7733,AMD Ryzen 7,8,256,18.5,1590,Linux,1.58,2018
8452,Dell,9205,Intel i5,64,256,15.9,760,Linux,1.5,2018
8456,Lenovo,259,Intel i5,64,2048,11.6,1110,Linux,1.55,2018
8457,Asus,2418,Intel i9,8,512,14.5,1474,Windows 11,1.84,2018
8458,HP,1295,Intel i5,32,256,18.6,721,Windows 10,1.39,2018
8460,Lenovo,7864,AMD Ryzen 7,8,2048,16.9,1475,Windows 10,1.74,2022
8462,HP,5402,AMD Ryzen 5,32,256,13.7,150,Windows 11,2.33,2024
8464,Acer,8237,AMD Ryzen 5,64,1024,14.7,2039,Windows 10,2.06,2022
8465,Razer,2372,AMD Ryzen 7,64,256,15.7,1114,Windows 10,2.2,2018
8466,Dell,5081,AMD Ryzen 5,32,2048,15.1,1113,Windows 11,1.83,2020
8467,Dell,6797,AMD Ryzen 5,16,1024,17.6,1768,Windows 11,1.99,2021
8469,Microsoft,7955,Intel i7,32,256,12.8,1073,Windows 11,1.78,2022
8473,Acer,6468,Intel i5,8,2048,16.9,1118,Linux,1.66,2024
8474,HP,6902,Intel i9,8,512,15.9,1061,Windows 10,1.01,2024
8475,HP,3900,AMD Ryzen 5,32,256,17.2,1319,Linux,1.45,2018
8479,Asus,1048,AMD Ryzen 7,8,1024,15.0,1244,Windows 11,1.88,2024
8482,Dell,4447,AMD Ryzen 5,8,1024,17.2,1041,Windows 10,2.06,2024
8484,Acer,34,Intel i9,32,512,15.7,1162,Linux,1.99,2024
8485,Lenovo,8874,Intel i5,8,2048,14.7,1100,Windows 11,1.87,2020
8486,Dell,1968,Intel i9,64,2048,17.8,988,Linux,3.02,2018
8487,Acer,9499,Intel i5,32,1024,17.1,1179,Windows 11,2.32,2018
8491,Dell,702,Intel i5,64,1024,13.8,1995,Windows 10,2.48,2023
8493,HP,4963,Intel i7,16,1024,12.9,1912,Windows 10,1.38,2023
8496,Acer,3472,Intel i5,16,512,16.5,1115,Windows 10,1.92,2024
8502,Razer,5609,Intel i5,8,256,13.8,1221,Windows 11,2.79,2023
8506,Asus,4366,AMD Ryzen 7,32,2048,14.9,1496,Windows 11,1.02,2024
8508,Microsoft,7241,Intel i9,32,1024,14.7,435,Linux,2.17,2018
8509,Dell,2932,Intel i7,64,256,16.5,1321,Linux,1.64,2022
8512,Razer,2145,Intel i7,64,2048,15.4,1054,Windows 11,1.66,2019
8515,Acer,9728,AMD Ryzen 7,32,256,15.7,994,Windows 11,2.01,2024
8518,HP,7421,Intel i9,16,512,15.2,858,Windows 11,1.96,2022
8521,Dell,8836,AMD Ryzen 5,64,1024,16.8,1094,Windows 11,1.32,2018
8524,Apple,7713,Apple M1,32,2048,16.8,1136,macOS,2.08,2023
8529,Acer,7033,Intel i9,32,2048,16.0,1607,Windows 10,2.11,2024
8531,Dell,7286,Intel i9,16,1024,16.0,590,Windows 11,2.33,2019
8533,HP,5710,Intel i7,8,1024,17.0,1371,Windows 11,1.88,2023
8536,Razer,3860,Intel i5,32,256,15.6,433,Windows 10,1.64,2024
8539,Acer,8954,Intel i7,16,512,15.9,1031,Linux,2.53,2022
8549,Microsoft,7616,Intel i5,32,2048,16.4,1052,Linux,1.9,2021
8552,HP,5567,Intel i5,32,256,12.9,1097,Windows 11,1.4,2024
8553,Dell,2668,AMD Ryzen 7,16,1024,13.1,1194,Linux,1.37,2018
8556,HP,6489,Intel i9,16,2048,15.1,1596,Windows 11,1.7,2024
8560,HP,4561,Intel i7,16,2048,18.0,1076,Windows 11,2.14,2024
8563,HP,2058,AMD Ryzen 7,8,2048,15.3,1205,Linux,1.62,2019
8564,Microsoft,1817,AMD Ryzen 7,8,512,16.0,509,Windows 10,1.76,2022
8566,Lenovo,6853,AMD Ryzen 5,16,1024,12.0,1167,Windows 10,1.68,2022
8570,Dell,3375,Intel i7,32,1024,14.4,1977,Windows 10,1.69,2022
8578,Acer,7202,AMD Ryzen 7,64,2048,13.3,792,Linux,2.07,2023
8579,Acer,5405,Intel i5,64,2048,13.8,487,Linux,1.97,2021
8580,Dell,4197,Intel i9,8,2048,14.6,898,Linux,2.06,2020
8582,Apple,1410,Apple M1,32,512,15.8,1681,macOS,2.47,2018
8583,Acer,1058,Intel i7,16,2048,16.6,997,Linux,1.26,2022
8587,Lenovo,5688,Intel i9,8,1024,16.7,1265,Windows 11,1.91,2023
8592,Acer,2819,AMD Ryzen 7,16,2048,14.4,885,Windows 10,1.51,2021
8593,HP,8691,AMD Ryzen 7,64,256,13.6,1333,Windows 11,2.11,2021
8595,Acer,8708,AMD Ryzen 5,64,512,14.6,751,Linux,1.74,2019
8597,HP,284,Intel i7,16,1024,14.6,1356,Windows 10,1.85,2021
8598,Microsoft,7566,AMD Ryzen 5,16,512,16.1,1307,Linux,1.83,2020
8600,HP,9811,AMD Ryzen 7,8,512,16.8,1043,Windows 11,2.22,2020
8602,Acer,4699,Intel i5,16,256,15.4,1566,Linux,1.58,2024
8603,Microsoft,5265,AMD Ryzen 5,32,256,15.8,1416,Windows 11,1.83,2022
8609,Razer,2015,Intel i9,64,2048,16.1,1685,Linux,1.62,2018
8619,Apple,395,Apple M1,16,1024,14.6,979,macOS,2.24,2023
8621,Acer,3374,Intel i5,8,1024,16.0,544,Linux,1.5,2024
8625,Dell,8600,AMD Ryzen 7,32,256,14.3,552,Windows 11,1.92,2024
8628,Dell,7929,Intel i9,8,256,16.5,833,Linux,2.01,2024
8631,Dell,9254,Intel i9,16,256,14.4,661,Windows 10,1.98,2019
8632,Razer,2349,Intel i7,64,512,14.7,1563,Windows 11,1.66,2018
8633,Razer,4815,Intel i7,8,2048,17.7,858,Windows 11,2.08,2019
8636,Acer,3283,AMD Ryzen 7,16,512,14.9,1347,Windows 11,1.34,2018
8637,Asus,2143,Intel i5,8,2048,16.0,891,Windows 10,2.51,2022
8638,Microsoft,5021,Intel i7,64,256,17.2,1183,Linux,1.74,2023
8642,Dell,9528,AMD Ryzen 7,16,256,13.1,672,Linux,1.25,2018
8648,Razer,1447,Intel i5,8,2048,15.4,1205,Windows 10,1.69,2022
8649,Acer,640,Intel i9,16,1024,15.5,1448,Windows 10,1.61,2021
8650,HP,4216,AMD Ryzen 5,16,2048,15.2,933,Windows 11,1.29,2023
8651,Acer,7030,Intel i7,8,256,15.1,1011,Windows 11,0.94,2022
8652,Microsoft,3171,Intel i7,16,1024,15.5,1211,Windows 11,1.9,2023
8653,Microsoft,9820,Intel i7,32,512,15.1,1451,Windows 10,1.87,2020
8657,Razer,7718,AMD Ryzen 7,16,512,15.1,873,Linux,2.19,2018
8658,Acer,5617,AMD Ryzen 7,64,1024,15.7,1617,Windows 10,1.16,2019
8660,Lenovo,6866,Intel i9,64,1024,15.3,1286,Linux,1.61,2018
8665,Acer,6135,Intel i7,8,512,15.5,1807,Windows 11,1.75,2024
8670,Lenovo,3956,AMD Ryzen 5,64,1024,16.4,534,Windows 11,1.4,2022
8674,Dell,6490,AMD Ryzen 5,16,512,14.5,1263,Windows 10,0.88,2021
8678,Asus,2334,Intel i7,32,512,13.8,1603,Windows 11,2.09,2022
8680,Razer,9454,Intel i7,64,256,13.8,678,Linux,2.7,2023
8683,HP,7550,Intel i9,32,256,15.2,1704,Linux,1.44,2024
8685,Microsoft,5003,Intel i9,64,1024,16.1,1857,Linux,1.8,2024
8686,HP,8629,Intel i5,32,1024,15.5,1106,Windows 11,2.0,2022
8688,Microsoft,4767,Intel i7,8,1024,18.6,1133,Windows 11,2.54,2023
8694,Razer,8530,Intel i7,16,256,17.1,1566,Windows 11,2.76,2024
8696,HP,6492,Intel i9,8,256,14.1,2035,Windows 10,1.74,2023
8699,Lenovo,3029,AMD Ryzen 5,32,256,18.4,1093,Windows 11,2.17,2021
8700,Razer,2261,Intel i5,64,2048,14.8,963,Linux,2.07,2024
8701,Lenovo,1850,AMD Ryzen 7,16,512,17.1,1286,Windows 11,2.01,2023
8703,HP,6713,Intel i7,32,256,14.5,1392,Windows 11,1.81,2023
8704,Acer,4033,AMD Ryzen 7,16,256,12.6,1491,Windows 11,2.07,2023
8706,Razer,3840,Intel i7,8,512,15.7,1812,Windows 10,1.72,2019
8707,Dell,3206,Intel i9,16,256,15.4,843,Linux,1.58,2018
8708,Lenovo,2718,AMD Ryzen 5,16,256,15.7,132,Windows 11,1.66,2018
8710,Dell,3631,AMD Ryzen 7,16,2048,16.7,1150,Linux,1.39,2018
8711,Razer,3279,AMD Ryzen 7,8,2048,16.7,1762,Windows 10,1.39,2023
8717,Asus,7308,AMD Ryzen 5,64,1024,16.4,1287,Windows 10,1.27,2022
8718,Microsoft,5569,Intel i9,8,256,17.4,1093,Linux,1.48,2023
8719,Microsoft,2202,Intel i7,8,256,15.2,1122,Windows 11,1.77,2024
8721,Lenovo,8208,AMD Ryzen 5,32,2048,18.6,494,Windows 10,2.08,2021
8728,Lenovo,5234,AMD Ryzen 7,16,1024,14.7,1843,Linux,1.39,2018
8730,Microsoft,8424,Intel i7,16,2048,15.4,154,Windows 11,1.8,2024
8733,HP,4111,AMD Ryzen 5,64,512,17.0,1569,Windows 10,1.73,2022
8739,Dell,6335,AMD Ryzen 5,64,2048,16.9,784,Linux,2.78,2022
8740,Lenovo,3054,AMD Ryzen 5,16,2048,14.5,1372,Windows 11,1.36,2022
8741,Lenovo,3135,Intel i5,32,1024,19.6,1096,Windows 11,0.97,2019
8742,Microsoft,7821,Intel i5,32,256,14.1,739,Windows 11,1.07,2020
8749,Lenovo,7689,AMD Ryzen 7,64,1024,16.6,1006,Windows 11,2.57,2024
8750,Dell,9796,AMD Ryzen 7,8,2048,12.4,721,Linux,2.2,2022
8753,HP,1915,AMD Ryzen 5,64,512,16.6,974,Linux,1.36,2021
8754,Lenovo,7666,Intel i7,32,1024,16.1,1166,Windows 11,1.48,2019
8755,Razer,8134,AMD Ryzen 7,32,2048,14.5,1472,Linux,1.4,2022
8760,Razer,3434,Intel i9,64,2048,15.5,1690,Windows 10,1.78,2021
8762,Asus,5385,AMD Ryzen 7,16,512,12.9,904,Windows 11,1.48,2021
8763,Asus,8734,AMD Ryzen 5,16,1024,14.5,948,Windows 10,1.57,2020
8767,Dell,723,AMD Ryzen 5,16,2048,15.5,1581,Windows 10,1.48,2024
8770,Dell,1079,Intel i9,8,2048,16.5,1167,Windows 11,1.35,2023
8771,Razer,9226,Intel i9,64,1024,17.1,1368,Windows 11,1.85,2021
8772,Razer,9520,Intel i5,16,1024,15.5,739,Windows 11,1.39,2024
8773,Dell,2133,AMD Ryzen 5,8,256,15.0,1296,Windows 10,1.46,2019
8775,Razer,4616,Intel i5,64,1024,13.1,698,Linux,1.93,2019
8777,Lenovo,9211,Intel i5,8,1024,16.4,1431,Windows 10,2.26,2024
8779,Dell,9860,Intel i9,8,256,17.7,108,Windows 10,2.09,2019
8780,Lenovo,1568,Intel i7,64,2048,12.0,837,Linux,2.12,2022
8785,Acer,9661,AMD Ryzen 7,8,512,17.1,1000,Linux,1.04,2023
8787,HP,9885,AMD Ryzen 5,8,1024,16.4,749,Linux,2.59,2018
8788,Microsoft,5434,Intel i7,64,512,18.7,696,Windows 10,2.07,2023
8789,Lenovo,6823,Intel i9,32,2048,14.9,1275,Windows 10,1.85,2021
8790,Microsoft,9855,AMD Ryzen 7,32,512,15.2,1449,Windows 10,1.98,2018
8792,Razer,7544,AMD Ryzen 7,32,256,15.5,1012,Windows 10,1.96,2021
8793,HP,9057,Intel i5,8,512,13.7,489,Windows 11,1.3,2018
8795,Dell,670,AMD Ryzen 5,8,256,18.6,1320,Windows 11,1.47,2023
8798,Microsoft,465,Intel i5,16,256,16.1,1820,Windows 10,1.89,2021
8800,Lenovo,8808,AMD Ryzen 7,32,1024,18.7,819,Linux,1.83,2021
8811,Dell,6526,Intel i5,8,256,14.5,1559,Linux,1.8,2018
8816,Acer,1033,Intel i5,32,256,15.9,885,Windows 11,0.92,2019
8817,Razer,9550,Intel i5,8,2048,13.4,1055,Windows 10,1.96,2021
8818,Dell,7026,AMD Ryzen 7,32,2048,15.4,1270,Linux,1.95,2022
8820,Microsoft,7372,Intel i5,8,2048,15.5,1348,Windows 10,0.68,2024
8821,HP,265,AMD Ryzen 7,32,512,15.8,1735,Windows 10,2.13,2019
8824,Acer,3713,AMD Ryzen 7,8,512,17.2,1287,Linux,2.5,2018
8825,HP,9457,AMD Ryzen 5,32,256,17.4,801,Windows 11,1.77,2021
8826,HP,4823,AMD Ryzen 5,64,256,15.0,1864,Linux,0.87,2022
8827,Dell,5289,AMD Ryzen 5,16,512,16.6,1200,Linux,1.87,2018
8832,Lenovo,8435,AMD Ryzen 7,64,2048,12.5,1928,Windows 11,1.73,2018
8833,Dell,4309,Intel i5,8,256,15.7,1990,Linux,1.96,2020
8836,Asus,2275,AMD Ryzen 5,64,2048,17.1,1917,Linux,2.11,2020
8838,Asus,5013,AMD Ryzen 7,8,256,17.6,926,Linux,3.01,2022
8839,HP,2028,AMD Ryzen 7,16,2048,14.6,902,Windows 11,1.85,2019
8841,Asus,133,AMD Ryzen 7,32,1024,14.1,1155,Linux,1.35,2024
8843,Dell,5916,Intel i9,32,256,13.8,1659,Windows 11,1.54,2021
8844,Asus,9237,Intel i5,8,256,18.1,1820,Linux,1.48,2018
8845,Lenovo,9652,Intel i9,64,1024,14.1,1738,Windows 11,1.78,2020
8847,Lenovo,3793,AMD Ryzen 7,64,2048,15.3,1065,Windows 10,1.69,2020
8852,Acer,6831,Intel i7,64,256,14.9,2026,Windows 10,1.32,2024
8854,HP,8800,Intel i9,32,512,14.6,1466,Windows 10,1.2,2020
8855,HP,1127,AMD Ryzen 5,8,2048,14.4,421,Windows 10,2.23,2019
8856,Lenovo,6241,Intel i7,32,256,16.2,1336,Windows 11,2.03,2024
8857,HP,2826,Intel i7,64,2048,16.7,1180,Windows 11,2.69,2019
8858,Acer,2014,Intel i9,16,256,15.4,1555,Windows 11,1.73,2023
8859,HP,1130,AMD Ryzen 5,16,1024,17.5,471,Windows 11,2.39,2020
8861,Lenovo,2057,Intel i7,64,512,14.6,918,Linux,2.4,2023
8862,Acer,6987,Intel i5,8,2048,16.5,918,Windows 10,2.02,2020
8863,Asus,7125,Intel i5,8,256,17.8,1258,Linux,1.38,2024
8865,HP,5264,AMD Ryzen 5,64,1024,13.1,940,Windows 11,2.1,2023
8867,Razer,7613,Intel i5,8,256,14.0,1255,Windows 10,1.22,2023
8870,Lenovo,2237,AMD Ryzen 7,8,512,16.5,1344,Windows 10,1.84,2020
8871,Acer,6768,Intel i5,16,2048,15.2,710,Windows 11,1.17,2022
8872,Dell,802,Intel i7,8,2048,17.7,898,Windows 10,1.96,2023
8873,HP,8177,Intel i5,8,2048,12.8,913,Linux,1.99,2018
8876,Dell,6212,Intel i9,32,1024,17.3,1296,Linux,2.17,2024
8882,Asus,6814,Intel i7,64,256,15.2,900,Windows 10,1.92,2020
8888,Asus,5724,Intel i9,32,256,16.2,1371,Windows 11,1.53,2023
8889,Dell,5150,Intel i9,32,512,15.2,1799,Windows 10,1.96,2023
8891,Acer,1078,AMD Ryzen 5,64,2048,12.6,1954,Windows 10,1.36,2023
8892,Asus,8991,Intel i5,16,2048,14.9,657,Windows 10,1.1,2018
8897,Asus,944,Intel i5,64,512,16.8,1825,Windows 11,1.9,2018
8899,Microsoft,4001,Intel i9,8,1024,17.2,1372,Linux,0.46,2023
8900,Microsoft,7190,Intel i5,8,1024,14.5,1103,Linux,1.44,2021
8904,Dell,1003,Intel i9,16,2048,16.3,1774,Windows 11,1.3,2024
8909,Acer,4142,Intel i7,8,256,12.8,1380,Windows 10,1.12,2023
8910,HP,7246,AMD Ryzen 5,8,1024,14.6,532,Windows 10,1.94,2019
8911,Razer,2546,Intel i9,16,2048,16.5,1207,Windows 10,1.67,2019
8912,Razer,2392,Intel i5,32,2048,14.9,622,Windows 11,1.6,2022
8915,Lenovo,5202,Intel i9,32,512,16.5,1570,Windows 10,1.73,2023
8916,Dell,7424,Intel i7,16,2048,14.2,1016,Linux,1.2,2021
8917,Asus,5810,AMD Ryzen 7,16,1024,15.5,656,Windows 10,1.5,2020
8918,Dell,1416,AMD Ryzen 7,16,512,16.9,1513,Windows 10,2.99,2024
8919,Microsoft,6011,Intel i5,64,1024,13.6,1159,Windows 10,1.86,2018
8922,Dell,9808,Intel i7,64,512,15.1,1309,Windows 10,2.07,2021
8923,HP,9137,Intel i9,32,2048,15.0,633,Linux,2.18,2022
8924,Asus,4822,AMD Ryzen 5,64,2048,14.0,1780,Windows 11,0.98,2024
8929,Dell,9665,AMD Ryzen 7,64,512,17.1,1340,Windows 10,2.01,2019
8930,Lenovo,7921,Intel i9,8,256,11.9,1544,Windows 11,2.05,2021
8931,Dell,6093,Intel i9,16,256,13.2,1818,Windows 11,1.94,2019
8932,Asus,4617,AMD Ryzen 7,64,512,15.0,1054,Windows 10,0.68,2019
8933,Dell,929,Intel i9,64,256,16.0,1559,Windows 10,1.37,2022
8938,Apple,9602,Apple M1,8,1024,16.3,1150,macOS,2.64,2019
8941,HP,3553,AMD Ryzen 5,64,256,14.6,1536,Windows 11,1.15,2022
8945,Razer,518,AMD Ryzen 7,16,1024,17.0,1035,Windows 11,2.52,2018
8946,Lenovo,8345,Intel i7,8,512,13.4,1491,Linux,1.83,2023
8947,Dell,4609,AMD Ryzen 5,64,512,11.9,1317,Windows 10,2.63,2023
8948,HP,9765,Intel i7,8,256,16.6,1338,Linux,2.49,2018
8949,Dell,4415,Intel i9,16,512,14.0,1714,Windows 11,2.51,2020
8950,Microsoft,6675,Intel i7,16,1024,13.7,1099,Windows 10,1.98,2018
8953,Acer,4446,Intel i9,32,256,17.2,862,Windows 11,1.85,2022
8956,Lenovo,6772,Intel i7,64,2048,16.0,1101,Linux,2.3,2021
8957,Lenovo,4745,Intel i9,32,2048,16.8,1607,Windows 11,1.24,2024
8960,Lenovo,6531,Intel i5,32,256,15.0,1303,Linux,1.53,2020
8961,HP,7585,Intel i5,16,2048,15.3,1221,Linux,1.58,2022
8963,Acer,5809,AMD Ryzen 5,64,2048,17.9,1082,Windows 10,2.27,2024
8967,Dell,1293,Intel i9,16,1024,16.3,1447,Windows 10,1.96,2018
8972,Asus,9658,Intel i7,32,256,17.8,1178,Windows 11,2.67,2022
8974,Lenovo,4385,Intel i5,64,1024,18.1,1146,Windows 10,1.57,2020
8976,Microsoft,3768,AMD Ryzen 7,32,256,15.5,1968,Linux,2.53,2018
8979,Dell,6020,Intel i5,16,1024,16.3,815,Windows 11,1.53,2018
8982,Acer,2844,Intel i9,64,2048,13.4,587,Windows 10,1.8,2019
8985,Microsoft,349,Intel i9,32,2048,14.4,1195,Linux,1.98,2020
8991,Microsoft,6726,AMD Ryzen 7,64,2048,16.5,1840,Linux,0.61,2023
8993,Asus,9030,Intel i5,8,1024,15.5,1177,Windows 11,1.31,2022
8995,Lenovo,2839,AMD Ryzen 7,16,1024,16.6,1555,Windows 11,2.42,2021
8996,HP,5743,Intel i9,16,2048,14.4,1285,Linux,1.59,2018
8999,Acer,5572,Intel i5,32,1024,15.2,1597,Windows 10,1.9,2024
9000,Asus,2857,AMD Ryzen 7,32,2048,12.6,1491,Linux,2.24,2021
9001,Acer,801,Intel i7,32,1024,15.2,903,Linux,1.69,2020
9005,Asus,878,Intel i7,16,1024,15.0,2158,Windows 10,1.28,2023
9006,Asus,8292,Intel i5,8,256,16.5,934,Windows 11,1.7,2024
9010,Asus,3305,Intel i5,64,256,14.9,1791,Windows 10,1.95,2018
9011,Asus,6682,Intel i7,32,512,15.7,1839,Linux,2.34,2022
9012,HP,367,AMD Ryzen 7,32,1024,14.5,1806,Linux,1.26,2018
9013,Lenovo,6806,AMD Ryzen 7,8,512,15.9,1119,Linux,2.26,2024
9014,Dell,4751,Intel i7,32,256,15.0,915,Windows 11,1.88,2019
9017,HP,8546,Intel i5,8,512,15.7,1530,Windows 10,2.15,2021
9023,Microsoft,9681,Intel i7,8,2048,14.8,888,Windows 11,1.7,2024
9026,Acer,1363,Intel i9,64,2048,13.9,1004,Windows 10,1.87,2024
9027,Razer,1237,Intel i7,16,512,15.9,913,Windows 10,1.58,2023
9028,Acer,1128,Intel i7,64,1024,17.6,1951,Windows 10,0.97,2018
9029,Acer,2168,Intel i9,16,1024,15.5,913,Windows 10,2.38,2022
9030,Dell,3548,AMD Ryzen 7,8,1024,15.0,1658,Linux,1.44,2024
9031,HP,4106,Intel i5,64,256,17.4,1722,Linux,1.81,2020
9032,HP,1855,Intel i7,64,2048,16.8,915,Linux,1.65,2020
9033,HP,8675,Intel i7,64,256,15.1,115,Linux,1.03,2019
9038,Lenovo,1743,AMD Ryzen 5,8,512,17.3,1717,Linux,1.85,2020
9041,Razer,9192,AMD Ryzen 7,16,2048,16.1,1777,Windows 11,2.83,2021
9042,Razer,8339,Intel i9,32,2048,13.5,1559,Windows 10,2.15,2023
9046,Microsoft,3142,Intel i7,64,256,14.2,1672,Linux,1.46,2021
9049,HP,756,AMD Ryzen 7,8,2048,18.1,1829,Windows 11,1.72,2021
9052,Acer,4714,AMD Ryzen 5,32,512,15.1,1156,Windows 10,2.45,2018
9056,HP,7449,Intel i7,32,2048,14.5,1555,Windows 11,0.89,2022
9059,Razer,9812,AMD Ryzen 5,32,2048,14.2,1092,Windows 11,0.77,2020
9060,Razer,2666,AMD Ryzen 7,16,1024,16.5,611,Linux,1.61,2022
9061,Asus,9674,AMD Ryzen 7,32,1024,16.2,1467,Windows 11,2.82,2018
9064,HP,7071,Intel i5,16,256,14.6,916,Linux,1.67,2023
9068,Asus,2940,Intel i9,64,256,14.7,1021,Linux,1.91,2020
9069,Dell,5892,Intel i7,16,512,14.3,362,Windows 10,2.12,2022
9073,HP,1212,Intel i5,16,2048,15.3,1488,Windows 11,2.26,2021
9074,Asus,4856,AMD Ryzen 5,16,512,15.1,823,Windows 10,1.93,2020
9076,Apple,8614,Apple M1,8,256,17.7,1405,macOS,2.46,2018
9077,Dell,961,AMD Ryzen 7,32,1024,15.7,298,Linux,1.55,2018
9079,Microsoft,9180,Intel i7,64,2048,15.4,1485,Windows 10,0.6,2020
9080,Dell,9067,Intel i5,8,2048,16.0,1388,Windows 11,1.53,2018
9083,Microsoft,5824,Intel i7,32,2048,15.8,709,Linux,2.73,2018
9084,Dell,5773,Intel i7,8,512,17.9,1608,Windows 11,1.61,2018
9085,Dell,5444,Intel i5,32,256,17.3,1624,Linux,2.68,2019
9090,Lenovo,214,Intel i7,16,2048,13.9,1256,Windows 11,1.66,2023
9096,Dell,379,AMD Ryzen 7,8,1024,16.1,652,Windows 10,1.97,2019
9100,Microsoft,41,Intel i5,64,1024,13.3,1586,Linux,2.19,2018
9101,HP,5642,Intel i7,8,2048,15.1,2250,Linux,1.48,2019
9103,Acer,7161,Intel i7,16,2048,15.7,521,Linux,0.73,2024
9105,Acer,2512,Intel i9,64,256,14.6,1239,Windows 10,1.86,2020
9106,Acer,9225,AMD Ryzen 7,8,2048,16.4,875,Linux,1.88,2022
9107,HP,3358,Intel i9,8,2048,15.9,1017,Windows 11,1.46,2018
9110,Dell,2827,AMD Ryzen 5,8,512,14.5,1813,Windows 11,1.14,2018
9117,Asus,9694,AMD Ryzen 5,32,2048,14.3,1739,Linux,2.02,2019
9120,Dell,4480,Intel i7,64,2048,14.7,1249,Windows 10,2.86,2022
9125,Acer,250,Intel i5,64,256,15.4,1647,Windows 10,1.33,2019
9130,HP,6757,AMD Ryzen 5,32,1024,14.4,1269,Windows 10,2.23,2019
9131,Lenovo,6870,Intel i5,16,256,13.2,806,Windows 11,1.34,2022
9133,Dell,377,Intel i5,64,1024,15.2,1614,Linux,0.82,2022
9142,Asus,5268,Intel i5,16,256,15.5,1420,Linux,2.33,2024
