Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
Microsoft,Model_3458,Intel i5,32.0,256,15.7,1160.262823472484,Linux,1.41,2021
Lenovo,Model_9749,Apple M1,16.0,256,16.4,1099.6371820595,windows 10,1.21,2022
Acer,Model_7512,AMD Ryzen 7,eight GB,512,14.8,$1025.46,Windows 11,1.96,2021
Asus,Model_6356,AMD Ryzen 5,64.0,2048,15.6,949.1346586301611,windows 10,1.05,2018
Microsoft,Model_6465,Apple M1,32.0,512,13.3,1460.8697172755542,Linux,2.7,2018
Razer,Model_7587,AMD Ryzen 7,64.0,512,14.0 inches,1460.85087237747,Linux,1.48,2020
Microsoft,Model_3921,Apple M1,8.0,256,14.8,895.3322073910422,macOS,0.77,2024
,Model_2950,Apple M1,16.0,2048,18.5,111.78885087374357,Windows 11,2.7,2020
Razer,Model_477,Apple M1,16.0,512,16.7,729.8437747123611,Windows 11,1.45,2022
Razer,Model_328,Intel i7,,512,14.7,,Windows 10,2.09,2023
Razer,Model_4322,Intel i7,16.0,256,16.6,1694.015010500149,Windows 11,2.11,2024
Asus,Model_5793,Apple M1,,512,18.4,1345.640030442406,Windows 11,1.04,2019
Dell,Model_2150,Intel i5,64.0,512,14.0,1501.319018070511,Windows 10,2.68,2019
Acer,Model_2002,Intel i5,16.0,256,14.5,972.5501180711349,Windows 11,1.92,2019
Acer,Model_522,Intel i7,64.0,256,19.1,1631.1265761550274,Windows 11,2.07,2018
Dell,Model_4220,Intel i5,8.0,512,15.7,954.9479049234996,Windows 11,1.8,2018
Microsoft,Model_2889,Apple M1,64.0,256,15.3,,Windows 11,,2018
Razer,Model_2689,Intel i7,32.0,2048,15.8,1512.5346494806397,Windows 10,2.52,2020
Lenovo,Model_8875,Intel i7,16.0,2048,16.2,749.0719771936692,Linux,1.74,2019
Razer,Model_5784,Apple M1,16.0,256,14.7,794.3327055427944,Windows 11,1.46,2019
Lenovo,Model_2314,AMD Ryzen 7,16.0,2048,14.7,773.9113357158994,Linux,1.73,2024
Asus,Model_9934,AMD Ryzen 7,8.0,256,14.7,$1541.16,Windows 11,1.21,2024
Dell,Model_7240,,64.0,256,14.4,503.87885523610385,macOS,1.94,2020
Asus,Model_6536,Intel i7,16.0,256,13.5,1122.9643502510457,macOS,1.73,2022
Acer,Model_691,Intel i9,64.0,1024,17.0,9502.155247718678,Linux,1.12,2024
Apple,Model_4267,Intel i5,32.0,1024,13.2,1053.1765689159813,Windows 11,2.07,2018
Razer,Model_5900,Apple M1,16.0,256,15.4,1269.5190430987489,Windows 11,1.75,2021
Apple,Model_5403,Apple M1,64.0,1024,15.1,1381.1397945808208,Linux,1.96,2019
Dell,Model_2031,AMD Ryzen 7,32.0,1024,14.3,1340.708402862161,Windows 10,0.7,2020
Microsoft,Model_1370,AMD Ryzen 5,,256,15.8 inches,700.9344251883157,Linux,2.02,2022
Razer,Model_1333,AMD Ryzen 5,,2048,16.2,1796.1320190513788,Windows 11,1.12,2021
Microsoft,Model_6392,AMD Ryzen 5,64.0,1024,14.2,1642.857999914113,macOS,1.84,2022
Asus,Model_2199,,8.0,512,15.8,1297.1880401675337,Windows 10,2.02,2018
Acer,Model_5098,Intel i9,32.0,1024,15.7,1087.6616315694753,Windows 10,2.09,2023
Apple,Model_401,Intel i9,32.0,2048,13.5,1199.7285613318636,Windows 10,1.93,2023
Asus,Model_6431,AMD Ryzen 7,8.0,2048,15.5,1612.9651885338392,Windows 10,1.55,2021
Razer,Model_5646,Intel i5,16.0,1024,16.3,573.6910645713937,macOS,,2024
HP,Model_1563,Intel i7,,2048,19.5,1102.3751159409132,macOS,1.82,2021
HP,Model_1681,AMD Ryzen 5,8.0,2048,17.0,430.65218755240426,macOS,2.3,2020
Asus,Model_7786,Apple M1,16.0,2048,15.7,2241.3500388811367,macOS,2.22,2024
Apple,Model_2949,AMD Ryzen 5,32.0,1024,14.2,579.7040491160878,Linux,1.67,2021
HP,Model_1311,Apple M1,32.0,2048,15.6,1041.8104729299425,Windows 10,1.79,2024
Dell,Model_9051,AMD Ryzen 5,,1024,16.3,1846.5886541551563,Windows 10,0.17,2022
Asus,Model_4935,Apple M1,32.0,256,16.8,1081.5319353337447,Linux,2.14,2020
Apple,Model_2395,AMD Ryzen 5,,1024,16.4,1803.0576031166902,Windows 11,1.31,1995
Lenovo,Model_8817,Intel i7,32.0,512,13.9,1483.2759346891187,Linux,2.0,2020
Dell,Model_3121,Intel i7,32.0,1024,14.2,$1232.55,macOS,1.88,2018
Dell,Model_6140,Intel i5,8.0,256,12.2,858.8709964283979,Linux,1.95,2024
Apple,Model_3381,Intel i9,64.0,512,15.1,957.1250548177375,Windows 10,,2023
Apple,Model_2510,Intel i5,,256,17.2,1384.0548016580024,Linux,2.02,2023
Microsoft,Model_7533,AMD Ryzen 7,32.0,256,16.1,1436.4793959878612,Windows 10,1.08,2020
,Model_239,Intel i5,32.0,2048,14.7 inches,1078.22496929789,Windows 10,2.06,2023
Microsoft,Model_8730,Apple M1,8.0,2048,14.4,1459.2969655589789,Windows 11,2.51,2019
Lenovo,Model_6137,Intel i9,8.0,256,18.3,726.1666562957641,macOS,,2022
Apple,Model_4723,AMD Ryzen 7,8.0,512,14.6,1667.07852460449,Linux,1.86,2018
Dell,Model_9422,Intel i9,8.0,256,18.6,1190.5774218205954,Windows 10,2.36,2022
Asus,Model_8519,Intel i7,8.0,512,16.5,1678.3769561889817,Linux,1.73,2023
Dell,Model_1224,Intel i5,32.0,2048,15.6,970.6009666235036,Windows 10,1.74,2023
Microsoft,Model_6934,Apple M1,8.0,512,16.6,704.5918513423046,Windows 11,2.07,2018
Lenovo,Model_4715,Intel i7,8.0,256,17.1,1567.2760448080826,Windows 11,1.48,2020
Razer,Model_9662,AMD Ryzen 7,32.0,256,16.9,1720.5370449532606,Windows 10,1.56,2023
Acer,Model_1380,Apple M1,16.0,512,16.5,$1269.88,Linux,1.94,2018
Lenovo,Model_7824,AMD Ryzen 7,8.0,256,15.7,1150.1160596926707,Linux,2.26,2024
HP,Model_8542,AMD Ryzen 5,16.0,512,14.4,1487.761051505452,macOS,2.29,2023
Asus,Model_1921,Intel i7,32.0,256,18.0,$951.82,Linux,1.54,2020
Acer,Model_9673,Intel i7,16.0,0TB,17.1,2187.387737630789,Windows 11,1.51,2023
Lenovo,Model_716,Intel i7,8.0,2048,16.2,,macOS,1.01,2024
Lenovo,Model_2421,AMD Ryzen 5,16.0,256,15.4,1284.6898422897043,Windows 11,2.26,2020
Dell,Model_1187,Apple M1,64.0,2048,14.5,1915.1482860014628,Linux,2.56,2019
Acer,Model_7903,Intel i5,,512,13.6,59.99099940758381,macOS,1.13,2022
HP,Model_1156,Intel i5,64.0,2048,18.2,1059.3502199745726,Linux,1.48,2024
Dell,Model_1389,Intel i7,64.0,1024,14.6,$1986.28,Windows 11,2.52,2022
Microsoft,Model_6916,AMD Ryzen 7,32.0,512,15.1,1199.95505080731,macOS,1.67,2024
Dell,Model_1049,AMD Ryzen 5,16.0,512,14.8,1952.1268427376697,Windows 11,2.24,2023
Microsoft,Model_585,AMD Ryzen 5,16.0,2048,13.7,1101.9987979367663,Linux,2.25,2018
Asus,Model_4116,Intel i9,64.0,256,16.2,1861.3991646202644,Linux,1.75,2019
HP,Model_1404,Apple M1,64.0,2048,14.8,1571.85487320874,Linux,1.08,2023
Razer,Model_4120,Intel i7,64.0,256,18.1,1424.9411654891321,Linux,2.32,2023
Apple,Model_1529,AMD Ryzen 7,64.0,256,16.3,934.1245707837695,Windows 11,1.0,2018
Razer,Model_5199,Apple M1,32.0,256,15.1,1484.213610535781,macOS,2.19,2024
Dell,Model_4821,,,2048,17.6,1348.2014144061802,Windows 11,1.47,2020
Apple,Model_9209,AMD Ryzen 5,64.0,2048,15.0,2382.0642136062056,macOS,1.7,2024
Razer,Model_1583,Intel i7,16.0,512,15.5,1284.7196801765972,Windows 11,2.69,2019
Acer,Model_93,Intel i7,8.0,512,17.3,1051.2244239730126,macOS,1.83,2023
Lenovo,Model_6311,AMD Ryzen 5,64.0,256,14.6,1207.7611315827562,Linux,1.52,2024
Razer,Model_7349,Intel i5,8.0,512,15.6,1114.6505271310787,Windows 11,1.47,2023
Dell,Model_9000,Intel i9,8.0,2048,15.9,1758.750593742212,Windows 10,2.73,2020
Razer,Model_1574,Intel i7,64.0,2048,15.5,967.1979616459191,Windows 11,1.03,2019
HP,Model_9603,Intel i7,64.0,512,13.9,796.4151681583253,macOS,1.33,2018
HP,Model_4571,Intel i9,32.0,2048,17.8,7573.00368841559,macOS,2.16,2021
Acer,Model_7189,Intel i5,16.0,2048,13.4,1481.244928554658,Windows 11,0.75,2022
Acer,Model_5828,Apple M1,64.0,1TB,13.8,997.9819301266388,Windows 10,1.65,2020
Lenovo,Model_5111,,8.0,1024,15.6,704.4764126196461,Windows 11,1.77,2021
Asus,Model_4014,Intel i9,32.0,2048,17.2,550.2847445311263,Windows 10,1.41,2022
Lenovo,Model_9551,Apple M1,64.0,256,13.8,1377.1608189818216,Windows 10,2.12,2021
Apple,Model_8506,Intel i5,64.0,1024,15.5,$1307.54,Windows 11,2.37,2024
HP,Model_4467,AMD Ryzen 5,16.0,256,15.7,975.3847267791015,Windows 11,1.93,2020
Lenovo,Model_5590,AMD Ryzen 5,8.0,2048,16.7 inches,1325.6150881247436,Linux,1.95,2023
HP,Model_8196,Intel i9,8.0,512,17.6,$1138.85,Linux,2.15,2023
Razer,Model_9791,,32.0,512,17.8,822.9216835080845,Linux,1.72,2024
Asus,Model_5224,Apple M1,,1024,16.8,871.0424700803628,Windows 11,,2019
Microsoft,Model_3373,Intel i7,16.0,256,16.0,2119.9123291945684,macOS,1.9,2021
Microsoft,Model_181,AMD Ryzen 5,,256,15.0,1106.0210675205421,Windows 11,1.81,2021
HP,Model_5119,Apple M1,32.0,2048,13.8,1116.4729718673318,Windows 11,2.1,2020
Asus,Model_4294,Intel i9,32.0,1024,11.4,1017.0784673828612,Windows 10,2.44,2021
HP,Model_4204,Intel i5,,256,15.5,890.548828863276,Windows 10,2.2,2023
Asus,Model_3423,Intel i7,64.0,256,17.7,1366.5989682187364,Windows 11,1.34,2020
HP,Model_7914,Intel i5,32.0,512,14.4,1354.1263765340002,macOS,2.03,2020
Microsoft,Model_2039,AMD Ryzen 5,,1024,18.1,$1086.08,Linux,1.63,2018
Asus,Model_5026,Intel i5,16.0,1024,14.6,1096.9987851069498,Windows 11,1.5,2023
Asus,Model_2172,AMD Ryzen 5,8.0,256,17.0,923.238758764977,Linux,1.8,2018
Asus,Model_6535,Intel i9,64.0,1024,14.9,1527.6470224329062,Windows 10,2.7,2022
Asus,Model_7991,Intel i5,32.0,2048,13.9 inches,1879.3001265402522,macOS,2.23,2022
,Model_3211,Intel i7,32.0,256,14.7,937.2683944503506,Linux,0.4,2022
Acer,Model_6974,AMD Ryzen 7,32.0,1024,16.5,1159.65758441671,Windows 11,1.59,2023
Acer,Model_7733,AMD Ryzen 7,8.0,256,18.5,1589.864839228867,Linux,1.58,2018
Dell,Model_9205,Intel i5,64.0,256,15.9,760.1880410944514,Linux,1.5,2018
HP,Model_1818,AMD Ryzen 7,64.0,1024,13.7,$1455.38,Windows 10,0.84,2022
,Model_6647,Intel i9,64.0,1024,16.4,1912.3663856824687,Linux,1.48,2024
Apple,Model_8036,Intel i9,32.0,256,17.0,1336.653454156354,Linux,2.3,2018
Lenovo,Model_259,Intel i5,64.0,2048,11.6,1109.6656561170873,Linux,1.55,2018
Asus,Model_2418,Intel i9,8.0,512,14.5,1474.0594369173214,Windows 11,1.84,2018
HP,Model_1295,Intel i5,32.0,256,18.6,$721.23,Windows 10,1.39,2018
Asus,Model_2787,Intel i7,8.0,1024,15.2,472.15152876284094,macOS,1.16,2021
Lenovo,Model_7864,AMD Ryzen 7,8.0,2048,16.9 inches,1474.7998515953811,Windows 10,1.74,2022
Microsoft,Model_5266,Intel i9,,512,17.8,1123.3257422070565,Linux,2.12,2018
HP,Model_5402,AMD Ryzen 5,32.0,256,13.7 inches,150.09359301430538,Windows 11,2.33,2024
Asus,Model_900,Intel i7,,1TB,16.6,2016.3788240461963,Windows 11,2.19,2024
Acer,Model_8237,AMD Ryzen 5,64.0,1024,14.7,2038.9769018046645,Windows 10,2.06,2022
Razer,Model_2372,AMD Ryzen 7,64.0,256,15.7,1113.5464970649439,Windows 10,2.2,2018
Dell,Model_5081,AMD Ryzen 5,32.0,2048,15.1 inches,1113.3882692770492,Windows 11,1.83,2020
Dell,Model_6797,AMD Ryzen 5,16.0,1024,17.6,1767.5216009097344,Windows 11,1.99,2021
Asus,Model_2271,Intel i9,16.0,2048,16.3,1197.8900014470735,macOS,2.37,2018
Microsoft,Model_7955,Intel i7,32.0,256,12.8,1073.430962566693,Windows 11,1.78,2022
Asus,Model_9135,,8.0,512,16.6,1633.1411816707318,Windows 11,2.08,2023
Microsoft,Model_4985,Intel i7,,2048,16.5,1210.819722547216,Linux,1.15,2020
Microsoft,Model_4173,Apple M1,64.0,256,17.6,1896.3120467259641,Windows 11,1.96,2019
Acer,Model_6468,Intel i5,8.0,2048,16.9 inches,1118.4031432033582,Linux,1.66,2024
HP,Model_6902,Intel i9,8.0,512,15.9,1060.6898249028682,Windows 10,1.01,2024
HP,Model_3900,AMD Ryzen 5,32.0,256,17.2,1318.9282494737945,Linux,1.45,2018
Asus,Model_9784,Intel i5,16.0,512,15.4,1558.5843887796284,macOS,1.48,2022
HP,Model_8814,,64.0,2048,15.2,$1799.67,Windows 11,2.17,2020
Dell,Model_3686,Intel i7,,2048,15.9,1601.86739323863,Windows 10,0.78,2019
Asus,Model_1048,AMD Ryzen 7,8.0,1TB,15.0,1244.437277224684,Windows 11,1.88,2024
Acer,Model_4659,AMD Ryzen 7,16.0,2048,13.1,1331.8273395960027,macOS,1.84,2022
Microsoft,Model_8423,AMD Ryzen 7,,1024,17.2,1327.1045703657853,Linux,1.53,2022
Dell,Model_4447,AMD Ryzen 5,8.0,1024,17.2,1041.1828233678903,Windows 10,2.06,2024
Lenovo,Model_4724,Intel i9,,512,15.7,1596.978660011583,macOS,2.23,2020
Acer,Model_34,Intel i9,32.0,512,15.7,1162.0319042276576,Linux,1.99,2024
Lenovo,Model_8874,Intel i5,8.0,2048,14.7,1099.553013330711,Windows 11,1.87,2020
Dell,Model_1968,Intel i9,64.0,2048,17.8,987.5870561556056,Linux,3.02,2018
Acer,Model_9499,Intel i5,32.0,1024,17.1,1178.967418360543,Windows 11,2.32,2018
Lenovo,Model_8431,,64.0,512,15.5,1555.481834799638,Windows 11,1.6,2018
Lenovo,Model_856,Intel i5,32.0,1024,16.8 inches,1146.7923784273537,macOS,1.94,2024
HP,Model_6517,,64.0,512,11.0,675.3379119203928,Linux,1.45,2019
Dell,Model_702,Intel i5,64.0,1024,13.8,1994.6841662010568,Windows 10,2.48,2023
Lenovo,Model_1650,Intel i5,8.0,256,17.1,63.66298525505363,macOS,2.28,2018
HP,Model_4963,Intel i7,16.0,1024,12.9,1912.1971221661438,Windows 10,1.38,2023
Acer,Model_5160,Apple M1,16.0,2048,15.7,1682.618389005381,Windows 10,1.76,2019
Acer,Model_9266,Apple M1,16.0,2048,17.1,628.7823122414352,macOS,2.04,2023
Acer,Model_3472,Intel i5,16.0,512,16.5,1114.6316182606326,Windows 10,1.92,2024
Razer,Model_396,AMD Ryzen 5,16.0,2048,14.3,1974.4869136823747,macOS,1.43,2022
Lenovo,Model_3045,AMD Ryzen 7,16.0,2048,17.6,1128.6581308042514,macOS,1.48,2021
Apple,Model_6366,Intel i7,,256,15.8,1587.2075959065323,Linux,2.19,2024
Razer,Model_8720,Intel i5,16.0,1024,14.7,1717.4552786955364,Linux,,2024
Razer,Model_7919,Intel i9,8.0,2048,16.1,707.5870080303353,macOS,1.82,2024
Razer,Model_5609,Intel i5,8.0,256,13.8,1221.0296625531105,Windows 11,2.79,2023
Apple,Model_4136,Intel i7,32.0,512,14.6,1667.6905193128846,Windows 11,1.96,2023
Apple,Model_3156,Intel i5,16.0,2048,15.4,1682.0037841249455,macOS,1.96,2022
Microsoft,Model_2484,AMD Ryzen 7,,1024,14.9,637.3472503871865,Linux,1.51,2018
Asus,Model_4366,AMD Ryzen 7,32.0,2048,14.9,1495.9741146279737,Windows 11,1.02,2024
Asus,Model_2184,Intel i9,64.0,512,16.3 inches,,Linux,2.22,2019
Microsoft,Model_7241,Intel i9,32.0,1TB,14.7,434.6845275255125,Linux,2.17,2018
Dell,Model_2932,Intel i7,64.0,256,16.5,$1321.42,Linux,1.64,2022
Acer,Model_1335,AMD Ryzen 5,64.0,1024,15.7,1147.0212394213647,Linux,1.66,2018
HP,Model_1094,Apple M1,8.0,1024,18.0 inches,1106.1070193107898,Windows 10,2.08,2024
Razer,Model_2145,Intel i7,64.0,2048,15.4,1054.0474532897185,Windows 11,1.66,2019
Razer,Model_2360,,8.0,256,16.0,1411.750051166662,macOS,2.67,2020
Asus,Model_9097,Intel i7,32.0,512,16.7,1469.920933269588,macOS,1.35,2024
Acer,Model_9728,AMD Ryzen 7,32.0,256,15.7 inches,993.8009315476296,Windows 11,2.01,2024
Dell,Model_4026,,32.0,512,16.8,1595.3983879913844,Windows 10,1.97,2020
Razer,Model_2105,Apple M1,8.0,1024,15.0,545.5926690560057,Linux,2.08,2020
HP,Model_7421,Intel i9,16.0,512,15.2,858.4369836675255,Windows 11,1.96,2022
Acer,Model_9949,Intel i5,,256,16.7,1831.8955383643047,macOS,2.31,2023
Lenovo,Model_7549,AMD Ryzen 7,,1024,16.6,981.0413339632728,Linux,1.99,2023
Dell,Model_8836,AMD Ryzen 5,64.0,1024,16.8,1093.7226093093916,Windows 11,1.32,2018
Lenovo,Model_6945,Apple M1,sixteen GB,256,15.3,$1540.00,Linux,1.69,2022
Acer,Model_7214,Intel i5,8.0,2048,15.7,1667.2737206165573,macOS,2.12,2024
Apple,Model_7713,,32.0,2048,16.8,1135.727242205404,macOS,2.08,2023
Asus,Model_6737,AMD Ryzen 5,16.0,1TB,14.4 inches,1113.9383609483943,macOS,1.15,2021
Apple,Model_6894,Intel i9,16.0,1024,16.6,489.5189669023508,macOS,1.32,2023
Apple,Model_3829,AMD Ryzen 7,8.0,2048,16.0 inches,1198.7209926212522,Windows 10,2.09,2023
Lenovo,Model_2297,Apple M1,16.0,2048,14.1,875.5596157308431,macOS,1.74,2050
Acer,Model_7033,Intel i9,32.0,2048,16.0,1606.5957952067886,Windows 10,2.11,2024
Acer,Model_2871,AMD Ryzen 5,32.0,1024,13.9,665.070871771751,macOS,2.44,2024
Dell,Model_7286,Intel i9,16.0,1024,16.0,590.1515015520852,Windows 11,2.33,2019
Asus,Model_6977,Apple M1,64.0,2048,16.1,1376.7792567313677,Windows 11,2.91,2023
HP,Model_5710,Intel i7,8.0,1024,17.0,1370.686182184796,Windows 11,1.88,2023
Razer,Model_8535,Intel i5,64.0,512,15.1,,macOS,1.8,2021
Acer,Model_3915,Intel i7,8.0,1024,14.2,1202.0308421803977,macOS,2.03,2024
Razer,Model_3860,Intel i5,32.0,256,15.6,432.68158958059655,Windows 10,1.64,2024
HP,Model_4488,AMD Ryzen 7,32.0,1024,16.8,1011.9192299526798,Windows 11,1.86,2022
Asus,Model_262,Intel i7,64.0,2048,15.7,$1088.35,Linux,1.43,2019
Acer,Model_8954,Intel i7,16.0,512,15.9 inches,1030.887131469834,Linux,2.53,2022
Razer,Model_1846,Intel i7,,256,12.7,1331.4114764904202,Linux,2.77,2021
Dell,Model_7629,AMD Ryzen 7,,512,16.7,1369.3139749218346,Windows 11,1.64,2022
Lenovo,Model_6062,Intel i9,16.0,512,15.2,1173.322896835999,macOS,0.89,2019
Acer,Model_4531,Intel i5,32.0,1024,12.8,792.8394948221928,macOS,1.08,2023
HP,Model_7767,AMD Ryzen 7,64.0,256,15.7,1191.9833965786001,macOS,2.83,2021
Asus,Model_6,AMD Ryzen 5,,2048,15.2,675.8003936270177,Windows 11,1.84,2024
Apple,Model_2802,AMD Ryzen 5,8.0,2048,16.2,1184.5913767672482,Windows 10,1.9,2022
Asus,Model_1867,Intel i7,64.0,1024,15.2,,Windows 10,1.7,2018
Apple,Model_2156,AMD Ryzen 7,16.0,1024,16.5,1693.3699492380888,macOS,2.13,2018
Microsoft,Model_7616,Intel i5,32.0,2048,16.4,1051.6256988067237,Linux,1.9,2021
Lenovo,Model_8267,AMD Ryzen 5,,512,15.0,1185.8540875796334,Windows 10,2.98,2018
Lenovo,Model_515,,64.0,256,16.2,1599.6289411415466,Linux,2.08,2018
HP,Model_5567,Intel i5,32.0,256,12.9,1097.2145313597966,Windows 11,1.4,2024
Dell,Model_2668,AMD Ryzen 7,16.0,1024,13.1 inches,1194.3106416772505,Linux,1.37,2018
Apple,Model_2553,Intel i5,16.0,2048,14.2,876.3037666457171,macOS,1.87,2019
Asus,Model_6491,Intel i7,64.0,512,17.5,1444.1201020612934,macOS,2.54,2023
HP,Model_6489,Intel i9,16.0,2048,15.1,1596.10874156398,Windows 11,1.7,2024
HP,Model_1835,Intel i9,N/A,1024,15.0,870.7383642040354,macOS,,2021
Razer,Model_8833,,16.0,256,16.1,882.2654181724026,Windows 10,2.92,2019
Asus,Model_5287,Apple M1,32.0,256,18.4,478.53145875954806,macOS,1.73,2019
HP,Model_4561,Intel i7,16.0,2048,18.0,1075.5105182009834,Windows 11,2.14,2024
Lenovo,Model_8889,Apple M1,32.0,1024,18.7,1943.660886742518,Windows 11,0.79,2020
Dell,Model_9833,Intel i9,64.0,2048,15.6,,Windows 10,1.63,2021
HP,Model_2058,AMD Ryzen 7,8.0,2048,15.3,1204.8484892368467,Linux,1.62,2019
Microsoft,Model_1817,AMD Ryzen 7,8.0,512,16.0,508.6051179352926,Windows 10,1.76,2022
Asus,Model_9107,Apple M1,16.0,512,14.3,1366.6375371258196,Linux,1.99,2018
Lenovo,Model_6853,AMD Ryzen 5,16.0,1TB,12.0,1167.452859613314,Windows 10,1.68,2022
Acer,Model_586,AMD Ryzen 7,8.0,512,16.2,900.7082636942328,macOS,2.1,2018
HP,Model_6258,Apple M1,64.0,512,12.5,902.4808979697655,macOS,2.04,2019
Asus,Model_454,Intel i5,,2TB,18.9,1475.5934186726245,Linux,2.24,2019
Dell,Model_3375,Intel i7,32.0,1024,14.4,1977.3626292964716,Windows 10,1.69,2022
Razer,Model_3633,Intel i7,64.0,512,15.8,1231.85612399054,macOS,2.23,2018
HP,Model_5288,Apple M1,16.0,1024,15.9,,Windows 11,1.78,2018
Lenovo,Model_9540,Intel i7,32.0,1024,15.9,,macOS,2.45,2019
Asus,Model_7876,,64.0,256,13.7,1903.2433237994135,Linux,1.04,2021
Acer,Model_3235,Intel i5,16.0,2048,17.8,1407.2008703272706,macOS,2.09,2020
HP,Model_3006,Intel i5,,2048,16.6,1780.1448113956235,Windows 10,2.77,2021
Microsoft,Model_2869,AMD Ryzen 5,64.0,2048,14.7,1132.0787222430397,macOS,1.71,2018
Acer,Model_7202,AMD Ryzen 7,64.0,2048,13.3,791.7821111447977,Linux,2.07,2023
Acer,Model_5405,Intel i5,64.0,2TB,13.8,486.7599089651967,Linux,1.97,2021
Dell,Model_4197,Intel i9,8.0,2048,14.6,898.3292447185917,Linux,2.06,2020
Asus,Model_5556,Intel i7,,256,14.4 inches,471.8368425860524,Windows 10,2.39,2022
Apple,Model_1410,Apple M1,32.0,512,15.8,1680.6250480613326,macOS,2.47,2018
Acer,Model_1058,Intel i7,16.0,2048,16.6,997.4018070181359,Linux,1.26,2022
Apple,Model_5240,AMD Ryzen 7,8.0,256,17.0,1506.4896378154913,Windows 10,1.51,2023
Razer,Model_8096,Intel i7,8.0,512,18.5,784.005537113485,Windows 11,1.33,2021
Acer,Model_6464,AMD Ryzen 7,64.0,1024,17.1,888.3741276250182,macOS,2.44,2020
Lenovo,Model_5688,Intel i9,8.0,1024,16.7,1265.2672140481677,Windows 11,1.91,2023
,Model_8669,Intel i5,16.0,256,13.2,1235.1662539220029,Windows 11,1.84,2020
Acer,Model_2061,Intel i5,8.0,2048,18.0,878.1936458834064,Windows 10,,2024
Apple,Model_4796,AMD Ryzen 5,8.0,1024,12.4,1547.5852391664198,Linux,2.24,2021
Microsoft,Model_4490,Apple M1,32.0,512,13.7,438.7914864409445,macOS,1.85,2024
Acer,Model_2819,AMD Ryzen 7,16.0,2048,14.4,885.1261875914907,Windows 10,1.51,2021
HP,Model_8691,AMD Ryzen 7,64.0,256,13.6,1333.1400711131632,Windows 11,2.11,2021
Razer,Model_6574,Intel i7,16.0,2048,18.4,1957.8122976317463,Windows 11,1.76,2018
Acer,Model_8708,AMD Ryzen 5,64.0,512,14.6,$750.93,Linux,1.74,2019
Apple,Model_2509,Intel i7,32.0,512,14.2,$1587.06,Windows 10,1.89,2021
HP,Model_284,Intel i7,16.0,1024,14.6,1355.6459817378063,Windows 10,1.85,2021
Microsoft,Model_7566,AMD Ryzen 5,16.0,512,16.1,1306.8333182470496,Linux,1.83,2020
Apple,Model_5994,Apple M1,32.0,1024,15.4,1162.616554619827,macOS,1.63,2024
HP,Model_9811,AMD Ryzen 7,8.0,512,16.8,1043.4354668928754,Windows 11,2.22,2020
Razer,Model_2387,,8.0,512,16.7 inches,775.137550989298,Linux,2.33,2021
Acer,Model_4699,Intel i5,16.0,256,15.4,1566.2887776663897,Linux,1.58,2024
Microsoft,Model_5265,AMD Ryzen 5,32.0,256,15.8,1416.0726336543567,Windows 11,1.83,2022
HP,Model_5769,AMD Ryzen 7,,1024,18.9,1226.1870127358886,Windows 10,1.23,2021
Apple,Model_8837,Intel i5,32.0,256,16.0,1208.5417675751023,Linux,1.91,2024
Asus,Model_7302,Intel i5,32.0,512,13.9,1300.3569117481122,macOS,2.15,2023
Microsoft,Model_3080,AMD Ryzen 7,16.0,512,15.2,1797.1021414528095,macOS,2.73,2023
Apple,Model_8930,Intel i7,32.0,512,17.0,5709.259170379291,Windows 10,,2021
Razer,Model_2015,Intel i9,64.0,2048,16.1,1685.4162276218565,Linux,1.62,2018
Microsoft,Model_9560,Intel i7,64.0,256,15.8,1633.8319327323284,macOS,2.05,2021
Apple,Model_3403,Intel i5,64.0,2048,13.7,1138.8834643933556,Linux,2.18,2024
Acer,Model_5373,Apple M1,32.0,0TB,15.0,$504.72,macOS,1.37,2020
Apple,Model_142,Intel i9,,512,15.8,$737.85,macOS,1.88,2019
Lenovo,Model_7672,AMD Ryzen 7,32.0,256,14.1,1555.838765648431,macOS,1.21,2020
HP,Model_2390,Apple M1,16.0,512,14.4,1411.519345664307,Windows 10,1.78,2023
Dell,Model_6410,Apple M1,16.0,2048,16.6,$1809.90,Linux,1.78,2023
Lenovo,Model_8004,Intel i5,16.0,2048,16.3,981.424121463264,macOS,1.72,2018
Razer,Model_503,Intel i9,8.0,1024,13.8,2377.6464035930403,macOS,2.11,2020
Apple,Model_395,Apple M1,16.0,1024,14.6,979.3690221776669,macOS,2.24,2023
Lenovo,Model_6659,Apple M1,64.0,256,13.0,1610.2926652330138,Windows 11,1.32,2024
Acer,Model_3374,Intel i5,8.0,1024,16.0,544.2656808218145,Linux,1.5,2024
Dell,Model_8458,Intel i7,,512,18.1,495.32641572355294,Windows 11,1.45,2018
Microsoft,Model_6994,Intel i5,,256,14.5,508.132217733016,macOS,0.8,2018
Dell,Model_6272,Intel i5,16.0,256,15.5,1307.5385184836498,Windows 10,2.42,2019
Dell,Model_8600,AMD Ryzen 7,32.0,256,14.3,$551.91,Windows 11,1.92,2024
Dell,Model_712,Intel i5,64.0,512,16.5,,Linux,1.29,2022
Apple,Model_45,AMD Ryzen 5,32.0,512,15.4,1119.727547514846,macOS,0.73,2021
